,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
498,Vivarium,2019,R,27 Mar 2020,97 min,"Comedy, Horror, Mystery",Lorcan Finnegan,"Lorcan Finnegan, Garret Shanley","Imogen Poots, Danielle Ryan, Molly McCann","A young couple is thinking about buying their starter home. And to this end, they visit a real estate agency where they are received by a strange sales agent, who accompanies them to a new, mysterious, peculiar housing development to show them a single-family home. There they get trapped in a surreal, maze-like nightmare.",English,"Ireland, Belgium, Denmark, Canada",3 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BYmEyZGQyMmItZTdjMC00YmZhLTk4YjUtNzkzZDc2NDYyMGMxXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,5.8,"49,225",tt8368406,movie,25 Mar 2020,N/A,N/A,N/A,True,
499,Banana Split,2018,R,27 Mar 2020,88 min,Comedy,Benjamin Kasulke,"Hannah Marks, Joey Power","Hannah Marks, Liana Liberato, Dylan Sprouse","Over the course of a summer, two teenage girls develop the perfect kindred spirit friendship, with one big problem: one of them is dating the other's ex.","English, German",United States,3 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BYTlkNWRjMDMtYmVlYS00NTlkLWI5OTUtZWY1YmZmNTNkZGFjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.2,"2,987",tt7755856,movie,25 Mar 2020,N/A,N/A,N/A,True,
500,Tape,2020,N/A,26 Mar 2020,98 min,"Drama, Thriller",Deborah Kampmeier,Deborah Kampmeier,"Isabelle Fuhrman, Isabella Pisacane, Eve Austin","Based on true events and set in New York City, TAPE is the story of an aspiring actress (Isabelle Fuhrman) who crosses paths with the darker side of the entertainment industry.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjEwMmU1YmUtZjBhMi00ZGQyLTk2NTEtYjY5MTk1ZmRhMGE4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,4.1,202,tt5769790,movie,16 Jun 2020,N/A,N/A,N/A,True,
501,The Occupant,2020,TV-MA,25 Mar 2020,103 min,"Drama, Thriller","David Pastor, Àlex Pastor","Àlex Pastor, David Pastor","Javier Gutiérrez, Mario Casas, Bruna Cusí","Javier Muñoz, once a successful executive, makes the fateful decision to leave his home, which he and his family can no longer afford.",Spanish,Spain,3 nominations,https://m.media-amazon.com/images/M/MV5BZjIzNzg4N2EtMDBjYy00ZTMyLTk5MzMtN2U2Yzg4MjkxY2ZmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}]",N/A,6.4,"16,195",tt9345754,movie,27 Mar 2020,N/A,N/A,N/A,True,
502,Crip Camp,2020,R,25 Mar 2020,106 min,"Documentary, History","James Lebrecht, Nicole Newnham","James Lebrecht, Nicole Newnham, David Radcliff","James Lebrecht, Lionel Je'Woodyard, Joseph O'Conor","In the early 1970s, teenagers with disabilities faced a future shaped by isolation, discrimination and institutionalization. Camp Jened, a ramshackle camp ""for the handicapped"" in the Catskills, exploded those confines. Jened was their freewheeling Utopia, a place with summertime sports, smoking and makeout sessions awaiting everyone, and campers who felt fulfilled as human beings. Their bonds endured as they migrated West to Berkeley, California - a promised land for a growing and diverse disability community - where friends from Camp Jened realized that disruption and unity might secure life-changing accessibility for millions. Co-directed by Emmy®-winning filmmaker Nicole Newnham and film mixer and former camper Jim LeBrecht, this joyous and exuberant documentary arrives the same year as the 30th anniversary of the Americans with Disabilities Act, at a time when the country's largest minority group still battles daily for the freedom to exist. CRIP CAMP: A DISABILITY REVOLUTION is executive produced by President Barack Obama and Michelle Obama; Tonia Davis and Priya Swaminathan; Oscar® nominee Howard Gertler and Ray Lifchez, Jonathan Logan and Patty Quillin; LeBrecht, Newnham and Sara Bolder produce.",English,United States,Nominated for 1 Oscar. 11 wins & 34 nominations total,https://m.media-amazon.com/images/M/MV5BMTNlMDI3MGYtY2FmNy00ZDdmLTkzZDMtMDg1MWYyM2M4YzQxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.7,"6,947",tt8923484,movie,N/A,N/A,N/A,N/A,True,
503,Dosed,2020,N/A,08 Feb 2020,8 min,Short,Keith Powell,Allie Leonard,"Brian Falduto, Allie Leonard, Ian McQuown","On Grace's 25th birthday, the celebration does not go as planned when her boyfriend Matthew gets her a very unconventional gift.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDViZGFhY2UtNmY3MS00NDA2LWFkZTAtNWQxODM0NDcwNzYwXkEyXkFqcGdeQXVyNjQ4ODk5NzU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt10948112,movie,N/A,N/A,N/A,N/A,True,
504,Blow the Man Down,2019,R,20 Mar 2020,91 min,"Comedy, Drama, Mystery","Bridget Savage Cole, Danielle Krudy","Danielle Krudy, Bridget Savage Cole","David Coffin, David Pridemore, Adam Wolf Mayerson","Welcome to Easter Cove, a remote and insular fishing village on Maine's rocky coast. In this small town, bonds run as deep as the ocean and secrets are as thick as the morning fog. Each day, droves of men take to sea for the daily catch while a handful of women serve as the community's powerful, albeit discrete, operators. Though the self-interested code of the town's old guard has governed for years, our tale takes place as the tides are turning in Easter Cove. Mary Margaret Connolly, a beloved and integral town matriarch, has just passed away. In the wake of her death, her daughters, Mary Beth and Priscilla, face an uncertain future, haunted by bills and unpaid loans left behind. Priscilla tries to fill her mother's shoes by taking over the family fish shop while her younger sister Mary Beth refuses to accept the new responsibilities. The sisters find themselves at odds and Mary Beth stubbornly defends her dream of leaving town - even if it means abandoning Priscilla altogether. Meanwhile, across town, at a bed and breakfast-turned-brothel, established town elder and madame Enid Nora Devlin is up to business as usual, except for two huge problems: someone stole $50K in cash and one of her girls, Dee, has gone missing. With little else to do, she sends her muscle, an outsider named Gorski, in pursuit of the cash and Dee. After a series of chance wrong turns sets Gorski on a collision course with Mary Beth, she accidentally kills him and must turn to the only person she has left: her sister. Together, the Connolly sisters must cover up Mary Beth's mistake and figure out what to do with the mysterious bag of cash they found in his shack. When Dee's body washes up on shore, the town's remaining matriarchs - Doreen, Gail and Susie - snap into action. These three, along with Enid and Mary Margaret, have quietly maintained the code of conduct for decades, navigating the murky water of the town's dubious past. The matriarchs intervene and make it their business to decide Enid's fate - as well as the fate of the Connolly sisters.",English,United States,1 win & 13 nominations,https://m.media-amazon.com/images/M/MV5BYmM3MDlkNDItN2RhNy00Mjc2LWJmNjktODk4NGE0NmRmMTFkXkEyXkFqcGdeQXVyODE0OTU5Nzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.4,"9,593",tt8299768,movie,17 Mar 2020,N/A,N/A,N/A,True,
505,Justine,2020,N/A,05 Mar 2021,82 min,Drama,Jamie Patterson,Jeff Murphy,"Kirsty Dillon, Sian Reese-Williams, Steve Oram","Justine is a love story set against the backdrop of Brighton and tracked by a violent and puzzling tale of a young woman's descent into self-destruction. She meets Rachel and love takes over. At first it heals, but Justine's pain goes deep, and soon a new battle commences, more urgent and angry than anything she has ever before experienced.",English,United Kingdom,1 nomination,https://m.media-amazon.com/images/M/MV5BNzQzZDRjYzYtZGU4ZS00YTdiLWE0ODEtMTE3MjRiMmFhMDE0XkEyXkFqcGdeQXVyMTY3Mjg3NzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,25,tt8816992,movie,N/A,N/A,N/A,N/A,True,
506,Human Capital,2013,Not Rated,09 Jan 2014,111 min,"Crime, Drama",Paolo Virzì,"Stephen Amidon, Paolo Virzì, Francesco Bruni","Fabrizio Bentivoglio, Matilde Gioli, Valeria Bruni Tedeschi","Dino Ossola, a small-time real estate agent who dreams of bigger things; Serena Ossola, his teenage daughter who dates a spoilt rich brat; Carla Bruneschi, an actress who has given up her career to marry a wealthy businessman; Massimiliano Giovanni Bernaschi, her husband, a powerful player; Massimiliano Bernaschi, the troubled son of the Bernaschis'; Roberta Ossola, a psychologist, Dino's second wife ; Donato Russomano, a brilliant drama teacher who is stuck on Carla; Luca Ambrosini, a teenager frowned upon by others; an anonymous cyclist - They are all shareholders of the human capital. Errr - all? Really?","Italian, English","Italy, France",47 wins & 30 nominations,https://m.media-amazon.com/images/M/MV5BMjM0MTExMTkxNl5BMl5BanBnXkFtZTgwMzgwNDI0MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.3,"12,310",tt2465578,movie,07 Jul 2015,"$158,549",N/A,N/A,True,
507,Hooking Up,2020,R,20 Mar 2020,104 min,"Comedy, Drama",Nico Raineau,"Nico Raineau, Lauren Schacher","Brittany Snow, Sam Richardson, Anna Akana","Bailey (Sam Richardson) and Darla (Brittany Snow) embark upon a misguided and mutually deceitful form of therapy, one in which they must drive across the country re-enacting Darla's colorful history as a sex addict. As their true motivations for the road trip come to light, the unlikely pair force one another to confront their issues, discovering that there might actually be more to love than just sex.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjg2MDllM2MtYmQ0OS00MTVjLWI0MTktOGU1ZGUyMDhlMWRiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.5,"1,795",tt9815998,movie,20 Mar 2020,N/A,N/A,N/A,True,
508,Lost Transmissions,2019,N/A,13 Mar 2020,105 min,Drama,Katharine O'Brien,Katharine O'Brien,"Juno Temple, Simon Pegg, Rebecca Hazlewood","Hannah, a shy songwriter, discovers that her friend, respected record producer Theo Ross, has lapsed on his medication for schizophrenia. Hannah rallies a group of friends to help commit Theo to a psychiatric facility, chasing him as he outruns his colorful delusions through the glamour and grit of Los Angeles. From the highs of rock 'n' roll to rock bottom, it's a story of the unsung heroes behind the hits.",English,United States,4 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTUyODY0N2QtNGU0ZC00NDI2LThmMjItMTk4ZGFmNTM0MzY0XkEyXkFqcGdeQXVyNDA1NDA2NTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,5.1,934,tt6744360,movie,11 Mar 2020,N/A,N/A,N/A,True,
509,Never Rarely Sometimes Always,2020,PG-13,03 Apr 2020,101 min,Drama,Eliza Hittman,Eliza Hittman,"Sidney Flanigan, Talia Ryder, Théodore Pellerin","Inseparable best friends and cousins Autumn and Skylar precariously navigate the vulnerability of female adolescence in rural Pennsylvania. When Autumn mysteriously falls pregnant, she's confronted by conservative legislation without mercy for blue-collar women seeking abortions. With Skylar's unfailing support and bold resourcefulness, money to fund the procedure is secured and the duo board a bus bound for New York state to find the help Autumn needs.",English,"United States, United Kingdom",28 wins & 113 nominations,https://m.media-amazon.com/images/M/MV5BOGUzZjZhMmUtZDE4Yi00NTI0LWJlMDUtNTU1OWI2ZWM1MzBmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",92,7.4,"24,408",tt7772582,movie,03 Apr 2020,"$16,565",N/A,N/A,True,
510,Human Nature,2020,N/A,01 Dec 2020,N/A,"Sci-Fi, Thriller",Manuel H. Da Silva,"L.A. Lopes (screenplay by), Steve Sova (story written by)","Steve Kasan, Jen Gardiner, Peter Mazzucco, Ellen Mildred",N/A,English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt10883714,movie,N/A,N/A,N/A,N/A,True,
511,Inside the Rain,2019,TV-MA,13 Mar 2020,90 min,"Comedy, Drama, Romance",Aaron Fisher,Aaron Fisher,"Ellen Toland, Aaron Fisher, Rosie Perez","College film student Benjamin Glass (played by writer-director Aaron Fisher) has it all: ADHD, OCD, borderline personality. And he's also bipolar. But Glass is more than his diagnoses - he prefers the term ""recklessly extravagant"" -- and he's determined to prove his genius. When a misunderstanding threatens to expel him from college, Glass pushes back; he plans on recreating the incident on video, with the help of a moonlighting porn actress (Ellen Toland), to clear his name. But how will he raise the money for the film, when his parents dismiss the scheme as another manic episode? Inside the Rain is a wincingly funny rom-com-drama, anchored by off-kilter performances by co-stars Fisher and Toland. The colorful ensemble cast includes Rosie Perez as a tough love shrink, Eric Roberts as an unhinged film producer, and Catherine Curtin and Paul Schulze as the long-suffering parents. The ultimate underdog film and proof that if you believe in yourself, anything is possible.",English,United States,3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BOWQ0OGE0MDYtNTMwYy00ODRmLTlkZmQtNWVjNmJmODQyZWFlXkEyXkFqcGdeQXVyMjA2OTE4OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,4.5,279,tt11029976,movie,24 Mar 2020,"$8,140",N/A,N/A,True,
512,The Dog Doc,2019,N/A,28 Apr 2019,101 min,Documentary,Cindy Meehl,N/A,"Marty Goldstein, Jennifer Lenarz-Salcedo, Jaqueline Ruskin","Called a maverick, a miracle-worker, and a quack, Dr. Marty Goldstein is a pioneer of integrative veterinary medicine. By holistically treating animals after other vets have given up, Goldstein provides a last hope for pet owners with nothing left to lose.",English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BN2Q3NTc1NmYtN2FkMi00ZDZjLTllOGQtNDVkMGY4YmY4YWI5XkEyXkFqcGdeQXVyMjA1ODUwMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,8.0,81,tt8739854,movie,19 Mar 2020,N/A,N/A,N/A,True,
513,The Roads Not Taken,2020,R,13 Mar 2020,85 min,Drama,Sally Potter,Sally Potter,"Javier Bardem, Elle Fanning, Branka Katic","Sally Potter's THE ROADS NOT TAKEN follows a day in the life of Leo (Javier Bardem) and his daughter, Molly (Elle Fanning) as she grapples with the challenges of her father's chaotic mind. As they weave their way through New York City, Leo's journey takes on a hallucinatory quality as he floats through alternate lives he could have lived, leading Molly to wrestle with her own path as she considers her future.",English,"United Kingdom, Sweden, Poland, Spain, United States",2 nominations,https://m.media-amazon.com/images/M/MV5BN2UyM2U3NTctNTRlOS00Yzg5LTgxZTItNmM0MWE4ODEwMjg1XkEyXkFqcGdeQXVyNDY2MjcyOTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,5.2,"1,985",tt9411866,movie,22 May 2020,"$3,518",N/A,N/A,True,
514,Big Time Adolescence,2019,R,13 Mar 2020,91 min,"Comedy, Drama",Jason Orley,Jason Orley,"Griffin Gluck, Larry John Meyers, Michael Devine","A suburban teenager comes of age under the destructive guidance of his best friend, an aimless college dropout.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BYzZmNDMzZDgtYmFlYS00OTZmLTk0NzQtMGNiZDMyN2VjZjE2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.0,"10,598",tt3824648,movie,13 Mar 2020,N/A,N/A,N/A,True,
515,Heimat is a Space in Time,2019,N/A,13 Mar 2020,218 min,"Documentary, History",Thomas Heise,Thomas Heise,Thomas Heise,"Heise's latest, Heimat is a Space in Time, is a monumental work that traces four generations of his family's archives, from the 19th century to the present - their intimate stories revealing the larger cultural and political events that have shaped the past hundred years of German history. The collage of documents in Heise's brilliant essay film include letters and diaries that he reads, in voiceover, to luminous black-and-white images of various German landscapes and spaces. In this immersive work, silences reveal as much as what is said, with fragments drawing attention to what is missing. Heise's family was torn apart only to have subsequent generations coalesce and try to make sense of their remnants. Heimat is a Space in Time spans both world wars, economic collapse, a horrific genocide, and the rise and fall of political ideologies, and it is Heise's focus on the small details of personal experience, the subtlest shifts of light across a landscape, that make for his film's most visceral experiences.","German, Korean","Germany, Austria",5 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMzVkNzU0ZjgtMmQ0YS00OGIwLTk0MTctYjYyNTNiOWUyOTgxXkEyXkFqcGdeQXVyMDM1MzIyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.9,146,tt9749570,movie,N/A,N/A,N/A,N/A,True,
516,Stargirl,2020–,TV-PG,18 May 2020,566 min,"Action, Adventure, Crime",N/A,"Geoff Johns, Greg Berlanti","Brec Bassinger, Anjelika Washington, Trae Romano","After discovering the original Star-Spangled Kid's gear, teenager Courtney Whitmore joins the Justice Society of America as Stargirl, teaming up with her stepfather Pat Dugan in his robotic exosuit. Based on the DC Comic Stars and S.T.R.I.P.E.",English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BYzEzZDVkZDUtY2ZkMS00NzcwLTkwMjEtZGYxZjU1Y2IxNGMwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"15,134",tt8722888,series,,,,,True,2
517,Lost Girls,2020,R,13 Mar 2020,95 min,"Crime, Drama, Mystery",Liz Garbus,"Robert Kolker, Michael Werwie","Amy Ryan, Thomasin McKenzie, Gabriel Byrne","When Mari Gilbert's (Academy Award® nominee Amy Ryan) daughter disappears, police inaction drives her own investigation into the gated Long Island community where Shannan was last seen. Her search brings attention to over a dozen murdered sex workers Mari will not let the world forget. From Academy Award® nominated filmmaker Liz Garbus, LOST GIRLS is inspired by true events detailed in Robert Kolker's ""Lost Girls: An Unsolved American Mystery."" World premiered at the 2020 Sundance Film Festival.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMWNkOWNlNmEtYmRhZC00ZGRjLWIwZjgtMTJiNDhhNTg2YjkzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.1,"19,943",tt3111426,movie,13 Mar 2020,N/A,N/A,N/A,True,
518,Bloodshot,2020,PG-13,13 Mar 2020,109 min,"Action, Adventure, Sci-Fi",Dave Wilson,"Jeff Wadlow, Eric Heisserer, Kevin VanHook","Vin Diesel, Eiza González, Sam Heughan","Ray Garrison, an elite soldier who was killed in battle, is brought back to life by an advanced technology that gives him the ability of super human strength and fast healing. With his new abilities, he goes after the man who killed his wife, or at least, who he believes killed his wife. He soon comes to learn that not everything he learns can be trusted. The true question is: Can he even trust himself?","English, Persian",United States,1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BYjA5YjA2YjUtMGRlNi00ZTU4LThhZmMtNDc0OTg4ZWExZjI3XkEyXkFqcGdeQXVyNjUyNjI3NzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.7,"71,591",tt1634106,movie,24 Mar 2020,"$12,561,824",N/A,N/A,True,
519,The Hunt,2020,R,13 Mar 2020,90 min,"Action, Horror, Thriller",Craig Zobel,"Nick Cuse, Damon Lindelof","Betty Gilpin, Hilary Swank, Ike Barinholtz","""Twelve strangers wake up in a clearing. They don't know where they are -- or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted, Crystal, turns the tables on her pursuers.","English, Arabic","United States, Japan",1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BNjg4MjRhZjgtNTIxOS00MmRjLTg4NTEtNjBkNzkwZjAxMjMyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.5,"92,693",tt8244784,movie,20 Mar 2020,"$5,812,500",N/A,N/A,True,
520,Spenser Confidential,2020,R,06 Mar 2020,111 min,"Action, Comedy, Crime",Peter Berg,"Sean O'Keefe, Brian Helgeland, Robert B. Parker","Mark Wahlberg, Winston Duke, Alan Arkin","Spenser (Mark Wahlberg) - an ex-cop better known for making trouble than solving it - just got out of prison and is leaving Boston for good. But first he gets roped into helping his old boxing coach and mentor, Henry (Alan Arkin), with a promising amateur. That's Hawk (Winston Duke), a brash, no-nonsense MMA fighter convinced he'll be a tougher opponent than Spenser ever was. When two of Spenser's former colleagues turn up murdered, he recruits Hawk and his foul-mouthed ex-girlfriend, Cissy (Iliza Shlesinger), to help him investigate and bring the culprits to justice. Inspired by Robert B. Parker's Wonderland, a best-selling novel by Ace Atkins.","English, Hindi",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTdkOTEwYjMtNDA1YS00YzVlLTg0NWUtMmQzNDZhYWUxZmIyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.2,"81,047",tt8629748,movie,10 Mar 2020,N/A,N/A,N/A,True,
521,Bacurau,2019,N/A,19 Mar 2020,131 min,"Adventure, Mystery, Thriller","Juliano Dornelles, Kleber Mendonça Filho","Kleber Mendonça Filho, Juliano Dornelles","Bárbara Colen, Thomas Aquino, Silvero Pereira","Bacurau, a small settlement in Brazil's remote backcountry, is shaken by the death of its elderly matriarch. But something strange is happening in the village, and there's little time for mourning. The water supply has been cut off, animals are stampeding through the streets, and empty coffins are turning up on the roadside. One morning, the villagers wake up to find their home has disappeared from satellite maps completely. Under threat from an unknown enemy, Bacurau braces itself for a bloody, brutal fight for survival.","Portuguese, English","Brazil, France",52 wins & 72 nominations,https://m.media-amazon.com/images/M/MV5BYjc1N2M1YjMtYzBiNi00NGFiLThkN2QtY2EwZGU5MDRkODAzXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.4,"24,775",tt2762506,movie,N/A,"$58,115",N/A,N/A,True,
522,The Booksellers,2019,N/A,06 Mar 2020,99 min,Documentary,D.W. Young,N/A,"Parker Posey, Fran Lebowitz, Gay Talese","THE BOOKSELLERS is a lively, behind-the-scenes look at the New York rare book world and the fascinating people who inhabit it. Executive produced by Parker Posey and featuring interviews with some of the most important dealers in the business, as well as prominent collectors, auctioneers, and writers, THE BOOKSELLERS is both a loving celebration of book culture and a serious exploration of the future of the book.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjNlNDU3MTMtZjgzZC00MzhkLWI2MDktYzJkMTFhZWVhMDNjXkEyXkFqcGdeQXVyOTM5NzYzNTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.9,"1,593",tt9355194,movie,05 Jun 2020,"$25,694",N/A,N/A,True,
523,Swallow,2020,N/A,04 Dec 2020,N/A,"Short, Drama",Maria Claire,Maria Claire,Louisa Darr,"Drew, a strong-willed teen, must face returning home to her broken family after staying in eating disorder rehab for Anorexia.",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt13357026,movie,N/A,N/A,N/A,N/A,True,
524,Go Back to China,2019,N/A,01 Oct 2020,95 min,"Comedy, Drama",Emily Ting,Emily Ting,"Anna Akana, Richard Ng, Lynn Chen","When spoiled rich girl Sasha Li blows through most of her trust fund, she is cut off by her father and forced to go back to China and work for the family toy business.","English, Chinese","China, United States",3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BYmFiMDBmOWYtZTQ0Zi00MGY0LTlkZmMtZjU5M2ExYmM0NjI4XkEyXkFqcGdeQXVyMzgyODA1MA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,5.8,797,tt7957314,movie,04 Mar 2020,N/A,N/A,N/A,True,
525,Extra Ordinary,2020–,N/A,10 Mar 2020,N/A,Comedy,N/A,N/A,"Tony Evangelista, Dean Hurr, Rick Lundgren","Jack Allen, (a man approaching middle-age, who hasn't exactly lived up to his potential), has been phoning it in for years. But when life begins to throw him some major curveballs all at once, Jack is forced to step outside of his comfort zone and deal with things he isn't necessarily equipped to handle.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDAwZTZhMWQtYWFiMS00YTg2LWI3NWYtYjZmZTNhYmY4NjU2XkEyXkFqcGdeQXVyNjg5Nzg2OA@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7817548,series,,,,,True,N/A
526,The Burnt Orange Heresy,2019,R,06 Mar 2020,99 min,"Action, Drama, Thriller",Giuseppe Capotondi,"Charles Willeford, Scott B. Smith","Claes Bang, Elizabeth Debicki, Mick Jagger","An ambitious art critic, James Figueras, is approached by a wealthy art collector, Joseph Cassidy, with a proposition. Cassidy has the reclusive artist Jerome Debney living on his estate: if Figueras can procure for him, by whatever means, a Debney painting he can get an interview with Debney, something no one has done for 50 years, and Cassidy will help Figueras's career. Getting the painting becomes an obsession for Figueras.",English,"United Kingdom, Italy, United States",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BZWFiN2I4ZTQtZDA2NC00YzE3LWFhMzgtZWY0MGIzNjdiZmY3XkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.1,"4,392",tt8342680,movie,06 Aug 2020,"$144,201",N/A,N/A,True,
