,display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,link,multimedia
499,Bad Therapy,,0,Glenn Kenny,‘Bad Therapy’ Review: A Twisted Therapist Sinks In Her Hooks,"Rob Corddry and Alicia Silverstone play an unhappily married couple in “Bad Therapy,” a new comedy-drama about treatment that’s worse than the condition.",2020-04-16,2020-04-17,2020-04-16 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/16/movies/bad-therapy-review.html', 'suggested_link_text': 'Read the New York Times Review of Bad Therapy'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/16/arts/16badtherapy-art/16badtherapy-art-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
500,"Endings, Beginnings",,0,Jeannette Catsoulis,"‘Endings, Beginnings’ Review: Choose Me",Shailene Woodley plays the troubled center of a love triangle in this leisurely romantic drama.,2020-04-16,2020-05-01,2020-04-16 11:04:06,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/16/movies/endings-beginnings-review.html', 'suggested_link_text': 'Read the New York Times Review of Endings, Beginnings'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/16/arts/16endings-art/merlin_171341769_7a103d0e-2d93-4080-a8dd-68be3d056dca-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
501,The Quarry,R,0,Ben Kenigsberg,‘The Quarry’ Review: Traveling With a Guilty Conscience,"A killer assumes the identity of his victim, a preacher, and goes on to a new church where some of what he tells his flock rubs off on him.",2020-04-16,,2020-04-16 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/16/movies/the-quarry-review-traveling-with-a-guilty-conscience.html', 'suggested_link_text': 'Read the New York Times Review of The Quarry'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/17/arts/16thequarry/merlin_171484647_f484b3c4-d82c-4e57-ad4b-eb65a047621b-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
502,Abe,,0,Devika Girish,"‘Abe’ Review: Food and Family, but No Fun",A feel-good setup turns out to be a recipe for a joyless production.,2020-04-16,2020-04-17,2020-04-16 11:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/16/movies/abe-review.html', 'suggested_link_text': 'Read the New York Times Review of Abe'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/17/arts/abe1/abe1-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
503,Butt Boy,,1,Jeannette Catsoulis,‘Butt Boy’ Review: Compulsion as Comic Noir,A search for missing children leads to a man with a strange impulse in this wildly polarizing film.,2020-04-15,,2020-04-15 13:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/15/movies/butt-boy-review.html', 'suggested_link_text': 'Read the New York Times Review of Butt Boy'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/17/arts/buttboy1/buttboy1-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
504,The Legend of Swee' Pea,,0,Ben Kenigsberg,‘The Legend of Swee’ Pea’ Review: Obstacles Put Talent to the Test,This biographical documentary leaves viewers wondering to what degree Lloyd Daniels has come to terms with his past.,2020-04-14,,2020-04-15 14:00:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/14/movies/the-legend-swee-pea-review.html', 'suggested_link_text': ""Read the New York Times Review of The Legend of Swee' Pea""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/17/arts/legend1/legend1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
505,Trolls World Tour,PG,0,Ben Kenigsberg,‘Trolls World Tour’ Review: Can’t Hog the Mic,"In this sequel, the trolls realize there’s more to music than pop.",2020-04-10,2020-04-10,2020-04-10 17:42:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/10/movies/trolls-world-tour-review.html', 'suggested_link_text': 'Read the New York Times Review of Trolls World Tour'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/11/arts/trolls1/trolls1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
506,LA Originals,,0,Ben Kenigsberg,‘LA Originals’ Review: How Two Artists Shaped a Hip-Hop Scene,"With film, photos and tattoos, Estevan Oriol and Mark Machado put their stamp on the culture of Los Angeles.",2020-04-10,2020-04-10,2020-04-10 07:06:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/10/movies/la-originals-review.html', 'suggested_link_text': 'Read the New York Times Review of LA Originals'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/10/arts/laoriginals1/laoriginals1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
507,Love. Wedding. Repeat,TV-MA,0,Amy Nicholson,‘Love Wedding Repeat’ Review: A Tumble Down the Aisle,A couple’s reception becomes a disaster (or does it?) in this comedy of multiple errors.,2020-04-10,2020-04-10,2020-04-10 07:06:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/10/movies/love-wedding-repeat-review-a-tumble-down-the-aisle.html', 'suggested_link_text': 'Read the New York Times Review of Love. Wedding. Repeat'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/11/arts/lovewedding1/lovewedding1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
508,The Main Event,,0,Natalia Winkelman,"‘The Main Event’ Review: A Kid Pro Wrestler, in a Magic Mask","In Jay Karas’s silly Netflix comedy, an 11-year-old pipsqueak finds a mask that lets him wrestle in the big leagues.",2020-04-10,2020-04-10,2020-04-10 07:06:05,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/10/movies/the-main-event-review.html', 'suggested_link_text': 'Read the New York Times Review of The Main Event'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/10/arts/mainevent1/mainevent1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
509,Tigertail,PG,0,Kristen Yoonsoo Kim,‘Tigertail’ Review: A Taiwanese Man’s American Dream,The “Master of None” co-creator Alan Yang wrote and directed this family drama based on his personal history.,2020-04-10,2020-04-10,2020-04-10 07:06:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/10/movies/tigertail-review.html', 'suggested_link_text': 'Read the New York Times Review of Tigertail'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/10/arts/tigertail1/tigertail1-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
510,Same Boat,,0,Glenn Kenny,"‘Same Boat’ Review: At Sea, With an Assassin From the Future","Chris Roberti directs and stars in this sci-fi comedy about time travelers on a cruise ship, but the plot never leaves port.",2020-04-09,,2020-04-09 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/09/movies/same-boat-review.html', 'suggested_link_text': 'Read the New York Times Review of Same Boat'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/10/arts/09sameboat-art/merlin_171220188_325ddbdc-c176-4c01-8fc9-21055b3e1c28-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
511,Stray Dolls,,0,Jeannette Catsoulis,‘Stray Dolls’ Review: Woman on the Verge,The American dream turns rancid for a young immigrant trapped in upstate New York.,2020-04-09,2020-04-10,2020-04-09 11:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/09/movies/stray-dolls-review-woman-on-the-verge.html', 'suggested_link_text': 'Read the New York Times Review of Stray Dolls'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/10/arts/straydolls1/straydolls1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
512,Sea Fever,,0,Devika Girish,‘Sea Fever’ Review: A Timely but Derivative Contagion Thriller,Self-quarantining is an issue when a mysterious infection arrives on a fishing boat.,2020-04-09,2020-04-10,2020-04-09 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/09/movies/sea-fever-review.html', 'suggested_link_text': 'Read the New York Times Review of Sea Fever'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/10/arts/seafever1/seafever1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
513,The Other Lamb,Unrated,0,Jeannette Catsoulis,‘The Other Lamb’ Review: Flock Therapy,A young woman begins to question the foundations of her religious sect in this visually stunning yet shallow feminist fable.,2020-04-02,2020-04-03,2020-04-02 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/02/movies/the-other-lamb-review.html', 'suggested_link_text': 'Read the New York Times Review of The Other Lamb'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/03/arts/otherlamb1/otherlamb1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
514,Clover,,0,Devika Girish,"‘Clover’ Review: A Crime Goes Wrong, and You Can Guess the Rest","Every character in this comic thriller, from a cartoonish mob boss to two bumbling brothers, is familiar, and so are its bullet-ridden scenes.",2020-04-02,2020-04-03,2020-04-02 11:04:05,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/02/movies/clover-review.html', 'suggested_link_text': 'Read the New York Times Review of Clover'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/01/arts/clover1/merlin_170994741_16e24588-e984-41e9-8ae9-30f51761f9a0-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
515,Coffee & Kareem,,0,Kyle Turner,"‘Coffee & Kareem’ Review: Good Cop, Kid Cop?",Or just a bad cop movie?,2020-04-02,2020-04-03,2020-04-02 11:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/02/movies/coffee-and-kareem-review.html', 'suggested_link_text': 'Read the New York Times Review of Coffee & Kareem'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/03/arts/03-coffee/coffee-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
516,Slay the Dragon,PG-13,0,Ben Kenigsberg,"‘Slay the Dragon’ Review: Vote Early, Vote Often. It Won’t Matter.",How lawmakers gerrymander districts to protect themselves from voters’ wrath — and what the legislative consequences are.,2020-04-02,2020-04-03,2020-04-02 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/02/movies/slay-the-dragon-review-vote-early-vote-often-it-wont-matter.html', 'suggested_link_text': 'Read the New York Times Review of Slay the Dragon'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/02/arts/02slay-2/02slay-2-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
517,Almost Love,,0,Teo Bugbee,"‘Almost Love’ Review: Schooled in Romance, but Missing Class",This ensemble comedy treats class solidarity as the love that dare not speak its name.,2020-04-02,,2020-04-02 11:04:06,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/02/movies/almost-love-review.html', 'suggested_link_text': 'Read the New York Times Review of Almost Love'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/01/arts/almost1/almost1-mediumThreeByTwo210-v4.jpg', 'height': 140, 'width': 210}"
518,Lazy Susan,,0,Glenn Kenny,‘Lazy Susan’ Review: She Just Keeps Spinning in Place,"This comedy, directed by Nick Peet, features Sean Hayes as the title character who tends to lean on rather than lean in.",2020-04-02,,2020-04-02 09:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/04/02/movies/lazy-susan-review.html', 'suggested_link_text': 'Read the New York Times Review of Lazy Susan'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/04/02/arts/02lazysusanpix/merlin_170997315_fdd1c550-508c-40f6-b007-62134a7d9f18-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
519,Uncorked,,0,Lovia Gyarkye,‘Uncorked’ Review: A Fresh Take on the Father-Son Drama,A young man seeks to become a master sommelier in this drama from Prentice Penny.,2020-03-27,2020-03-27,2020-03-27 07:06:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/27/movies/uncorked-review.html', 'suggested_link_text': 'Read the New York Times Review of Uncorked'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/27/arts/uncorked1a/uncorked1a-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
520,The Platform,TV-MA,0,Jason Bailey,‘The Platform’ Review: An Accidentally Timely Political Allegory,Netflix’s gnarly class commentary certainly isn’t subtle. But it gets the job done.,2020-03-26,2020-03-20,2020-03-26 12:48:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/26/movies/the-platform-review.html', 'suggested_link_text': 'Read the New York Times Review of The Platform'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/26/arts/platform1/platform1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
521,Resistance,R,0,Jeannette Catsoulis,‘Resistance’ Review: Save the Children,"In this disjointed Holocaust drama starring Jesse Eisenberg, a French actor leads Jewish orphans to safety.",2020-03-26,2020-03-27,2020-03-26 11:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/26/movies/resistance-review.html', 'suggested_link_text': 'Read the New York Times Review of Resistance'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/25/arts/resistance1/merlin_170638200_231670a3-a003-4506-9dd9-fc635589457a-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
522,Vivarium,R,0,Glenn Kenny,‘Vivarium’ Review: This Is Not Your Beautiful House,Jesse Eisenberg and Imogen Poots play a young couple trapped in a housing project and given an onerous task: child rearing.,2020-03-26,2020-03-27,2020-03-26 11:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/26/movies/vivarium-review.html', 'suggested_link_text': 'Read the New York Times Review of Vivarium'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/26/arts/26vivarium/26vivarium-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
523,Banana Split,R,0,Ben Kenigsberg,‘Banana Split’ Review: Preparing for the Worst and Finding a Bestie,Rivals Hannah Marks and Liana Liberato bond behind a boyfriend’s back in this familiar but engaging teenage comedy.,2020-03-26,,2020-03-26 11:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/26/movies/banana-split-review.html', 'suggested_link_text': 'Read the New York Times Review of Banana Split'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/26/arts/26bananasplitpix/26bananasplitpix-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
524,Tape,,0,Jeannette Catsoulis,‘Tape’ Review: That’s (Not) Entertainment,Two aspiring actresses face the same abuser in Deborah Kampmeier’s over-sauced revenge story.,2020-03-26,,2020-03-26 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/26/movies/tape-review.html', 'suggested_link_text': 'Read the New York Times Review of Tape'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/25/arts/tape1/tape1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
525,The Occupant,TV-MA,0,Amy Nicholson,‘The Occupant’ Review: Knock First,A once-successful man becomes a stalker in this Netflix thriller.,2020-03-25,,2020-03-25 19:22:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/25/movies/the-occupant-review.html', 'suggested_link_text': 'Read the New York Times Review of The Occupant'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/27/arts/occupant1/occupant1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
526,Crip Camp,R,1,Ben Kenigsberg,"‘Crip Camp’ Review: After Those Summers, Nothing Was the Same",This feel-good documentary recounts the ties of a Catskills summer camp to American disability rights activism in the 1970s.,2020-03-24,2020-03-25,2020-03-24 13:16:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/24/movies/crip-camp-review.html', 'suggested_link_text': 'Read the New York Times Review of Crip Camp'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/25/arts/cripcamp1/cripcamp1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
527,Dosed,,0,Ben Kenigsberg,‘Dosed’ Review: The Case for Plant-Based Recovery,A documentarian follows a friend of his as she experiments with psychoactive vegetation as a treatment for drug addiction.,2020-03-19,,2020-03-19 12:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/19/movies/dosed-review.html', 'suggested_link_text': 'Read the New York Times Review of Dosed'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/17/arts/dosed1/dosed1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
528,Blow the Man Down,R,0,Helen T. Verongos,"‘Blow the Man Down’ Review: Women, They Get the Job Done",A fishing village in Maine with a rowdy history is the raw setting for a smart fable about who’s really in charge.,2020-03-19,2020-03-20,2020-03-19 12:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/19/movies/blow-the-man-down-review.html', 'suggested_link_text': 'Read the New York Times Review of Blow the Man Down'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/20/arts/19blowthemanpix/19blowthemanpix-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
529,Justine,,0,Natalia Winkelman,‘Justine’ Review: A Bittersweet Intersection of Lonely Lives,A single mother befriends a young girl with spina bifida in this earnest character study.,2020-03-19,2020-03-13,2020-03-19 11:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/19/movies/justine-review.html', 'suggested_link_text': 'Read the New York Times Review of Justine'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/20/arts/justine1/justine1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
530,Human Capital,TV-14,0,Wesley Morris,‘Human Capital’ Review: The Waiter’s in a Coma. Tennis Anyone?,"This movie seems set to deliver riffs on class, but offers up only indifference and an amusing turn by Marisa Tomei.",2020-03-19,2020-03-20,2020-03-19 11:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/19/movies/human-capital-review.html', 'suggested_link_text': 'Read the New York Times Review of Human Capital'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/20/arts/00humancapital/00humancapital-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
531,Hooking Up,R,0,Kristen Yoonsoo Kim,‘Hooking Up’ Review: Why Don’t We Do It on the Road?,Brittany Snow and Sam Richardson embark on a different kind of physical therapy in this sex comedy.,2020-03-19,2020-03-20,2020-03-19 11:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/19/movies/hooking-up-review.html', 'suggested_link_text': 'Read the New York Times Review of Hooking Up'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/19/arts/19HOOKINGUPPIX/19HOOKINGUPPIX-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
532,Lost Transmissions,,0,Glenn Kenny,‘Lost Transmissions’ Review: Fuel for the L.A. Music Scene,A record producer played by Simon Pegg wants to live “without a filter” in this movie that also stars Juno Temple.,2020-03-17,2020-03-13,2020-03-17 18:18:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/17/movies/lost-transmissions-review.html', 'suggested_link_text': 'Read the New York Times Review of Lost Transmissions'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/19/arts/19losttransmission/merlin_170470833_6b01fb62-2ed4-408e-8530-348c34c6f875-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
533,Never Rarely Sometimes Always,PG-13,1,Manohla Dargis,‘Never Rarely Sometimes Always’ Review: A Woman’s Heroic Journey,"In this stirring drama, the director Eliza Hittman tells an intimate story that is also a potent argument about self-determination.",2020-03-12,2020-03-13,2020-03-19 02:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/12/movies/never-rarely-sometimes-always-review.html', 'suggested_link_text': 'Read the New York Times Review of Never Rarely Sometimes Always'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/13/arts/13NEVER-RARELY-1/13NEVER-RARELY-1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
534,Human Nature,,1,Ken Jaworowski,‘Human Nature’ Review: We Can Now Alter Our DNA. But Should We?,"Adam Bolt’s new documentary focuses on Crispr technology, which can edit genes, thus giving people the ability to change human, animal and plant life.",2020-03-12,2020-03-12,2020-03-18 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/12/movies/human-nature-review.html', 'suggested_link_text': 'Read the New York Times Review of Human Nature'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/12/arts/12humannature-art/12humannature-art-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
535,Inside the Rain,,0,Devika Girish,‘Inside the Rain’ Review: A Dramedy About Mental Illness,"Aaron Fisher’s movie has a strange, inconsistent rhythm that ultimately works as a reflection of its lead character’s manic and depressive states.",2020-03-12,2020-03-13,2020-03-18 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/12/movies/inside-the-rain-review.html', 'suggested_link_text': 'Read the New York Times Review of Inside the Rain'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/11/arts/inside1/inside1-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
536,The Dog Doc,,0,Teo Bugbee,‘The Dog Doc’ Review: How Puppies Heal (and Heel),"In this documentary, the animal patients at one veterinary clinic are treated with a standard of care that might make a person jealous.",2020-03-12,,2020-03-19 02:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/12/movies/the-dog-doc-review.html', 'suggested_link_text': 'Read the New York Times Review of The Dog Doc'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/12/arts/12thedogdoc/12thedogdoc-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
537,The Roads Not Taken,R,0,Glenn Kenny,"‘The Roads Not Taken’ Review: Alternate Lives, All of Them Hellish",Sally Potter’s new film stars Javier Bardem as a man tormented by visions of his other potential lives. But there’s little lightness negotiating with the dark.,2020-03-12,2020-03-13,2020-03-19 02:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/12/movies/roads-not-taken-review.html', 'suggested_link_text': 'Read the New York Times Review of The Roads Not Taken'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/12/arts/12theroads-art/12theroads-art-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
538,Big Time Adolescence,R,0,Kristen Yoonsoo Kim,‘Big Time Adolescence’ Review: Pete Davidson as Role Model,A high school student comes of age under the misguidance of his stoner B.F.F. in this comedy by Jason Orley.,2020-03-12,2020-03-20,2020-03-17 16:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/12/movies/big-time-adolescence-review.html', 'suggested_link_text': 'Read the New York Times Review of Big Time Adolescence'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/12/arts/12BIGTIMEPIX/12BIGTIMEPIX-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
539,Heimat is a Space in Time,,0,Ben Kenigsberg,‘Heimat Is a Space in Time’ Review: All History Is Personal,"Thomas Heise, the German documentarian, shares his family’s stories, and Germany’s, through letters and other writing in an experimental format.",2020-03-12,2020-03-13,2020-03-19 02:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/12/movies/heimat-space-in-time-review.html', 'suggested_link_text': 'Read the New York Times Review of Heimat is a Space in Time'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/12/arts/12heimatpix/merlin_170126604_b06a79e3-e33a-48d8-a115-15cb7753424b-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
540,Stargirl,PG,0,Jason Bailey,‘Stargirl’ Review: A Familiar but Charming Romance,This kindhearted novel adaptation offers a welcome message of embracing one’s true self.,2020-03-12,2020-03-13,2020-03-12 11:04:05,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/12/movies/stargirl-review.html', 'suggested_link_text': 'Read the New York Times Review of Stargirl'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/13/arts/stargirl01/stargirl01-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
541,Lost Girls,R,0,Manohla Dargis,"‘Lost Girls’ Review: Honoring the Gone Girls, With Sorrow and Rage",Amy Ryan stars as a mother searching for her daughter in a movie that revisits a spate of unsolved murders on Long Island.,2020-03-11,2020-03-13,2020-03-19 02:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/11/movies/lost-girls-review.html', 'suggested_link_text': 'Read the New York Times Review of Lost Girls'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/13/arts/00lostgirls-1/merlin_170126706_0ac09da4-5556-4c7f-8aa5-a5912004a68f-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
542,Bloodshot,PG-13,0,Ben Kenigsberg,‘Bloodshot’ Review: Shoot to Kill? Good Luck With That.,Vin Diesel brings the right balance of contemplativeness and meatheadedness to this action film.,2020-03-11,2020-03-13,2020-03-19 02:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/11/movies/bloodshot-review.html', 'suggested_link_text': 'Read the New York Times Review of Bloodshot'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/13/arts/bloodshot1/bloodshot1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
543,The Hunt,R,0,A.O. Scott,"‘The Hunt’ Review: The Culture War, With Heavy Casualties",Betty Gilpin battles the snowflakes in a bloody satire of polarized America.,2020-03-11,2020-03-13,2020-03-19 02:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/11/movies/the-hunt-review.html', 'suggested_link_text': 'Read the New York Times Review of The Hunt'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/11/arts/11thehuntpix/11thehuntpix-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
544,Spenser Confidential,R,0,Elisabeth Vincentelli,‘Spenser Confidential’ Review: Good Guy P.I.,"The movie may be an easily forgettable action comedy, but as a Mark Wahlberg vehicle it is also easily watchable.",2020-03-06,2020-03-06,2020-03-06 08:06:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/06/movies/spenser-confidential-review.html', 'suggested_link_text': 'Read the New York Times Review of Spenser Confidential'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/02/28/arts/spenser1/spenser1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
545,Bacurau,,1,Manohla Dargis,‘Bacurau’ Review: Life and Death in a Small Brazilian Town,"In this sensational genre whatsit, a town finds itself fighting for its very existence. (Good thing Sônia Braga lives there.)",2020-03-05,2020-03-06,2020-03-19 02:44:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/03/05/movies/bacurau-review.html', 'suggested_link_text': 'Read the New York Times Review of Bacurau'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/03/03/arts/00bacurau-1/00bacurau-1-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
