,display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,link,multimedia
569,Roe v. Wade,PG-13,0,Devika Girish,‘Roe v. Wade’ Review: A Physician’s Change of Heart,"This hammy period drama tells the story of Dr. Bernard Nathanson, a pioneering abortion provider who later became an anti-abortion campaigner.",2021-04-01,2021-04-02,2021-04-01 14:41:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/04/01/movies/roe-v-wade-review.html', 'suggested_link_text': 'Read the New York Times Review of Roe v. Wade'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/31/arts/roe1/roe1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
570,Every Breath You Take,R,0,Kristen Yoonsoo Kim,‘Every Breath You Take’ Review: The Therapist as Trauma Victim,"Casey Affleck plays a vaunted psychiatrist whose life and career are derailed after he boasts about a miraculous new technique, which then fails tragically.",2021-04-01,2021-04-02,2021-04-01 11:06:05,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/04/01/movies/every-breath-you-take-review.html', 'suggested_link_text': 'Read the New York Times Review of Every Breath You Take'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/04/01/arts/01EVERY-BREATH-PIX/01EVERY-BREATH-PIX-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
571,WeWork: Or the Making and Breaking of a $47 Billion Unicorn,,0,Ben Kenigsberg,‘WeWork’ Review: The Sharing Economy or a Shared Delusion?,"This documentary on the workspace start-up is a fast-paced, entertaining saga of relentless self-selling and a curious corporate culture.",2021-04-01,2021-04-02,2021-04-01 11:03:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/04/01/movies/WeWork-Or-the-Making-and-Breaking-of-a-47-Billion-Unicorn-review.html', 'suggested_link_text': 'Read the New York Times Review of WeWork: Or the Making and Breaking of a $47 Billion Unicorn'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/04/01/arts/01wework/01wework-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
572,Concrete Cowboy,R,0,Glenn Kenny,‘Concrete Cowboy’ Review: Acquiring Horse Sense on the Philly Streets,"Idris Elba leads us through the long-buried heritage of America’s Black cowboys, manifested in their modern-day urban descendants.",2021-04-01,2021-04-02,2021-04-01 11:08:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/04/01/movies/concrete-cowboy-review-acquiring-horse-sense-on-the-philly-streets.html', 'suggested_link_text': 'Read the New York Times Review of Concrete Cowboy'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/04/02/arts/30CONCRETE-PIX/30CONCRETE-PIX-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
573,Amundsen,,0,Jeannette Catsoulis,"‘Amundsen: The Greatest Expedition’ Review: Ice, Ice, Baby",This overstuffed trek through the chilly life of the famed Norwegian explorer Roald Amundsen is a handsome snooze.,2021-04-01,,2021-04-01 11:07:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/04/01/movies/amundsen-the-greatest-expedition-review.html', 'suggested_link_text': 'Read the New York Times Review of Amundsen'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/30/arts/amundsen1/amundsen1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
574,The Man Who Sold His Skin,,0,Nicolas Rapold,‘The Man Who Sold His Skin’ Review: The Artwork Has Legs,"In this Oscar-nominated film, a Syrian refugee agrees to become a piece of art in exchange for passage to Europe.",2021-04-01,2021-04-02,2021-04-01 11:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/04/01/movies/the-man-who-sold-his-skin-review.html', 'suggested_link_text': 'Read the New York Times Review of The Man Who Sold His Skin'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/31/arts/manwho1/manwho1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
575,,,0,Ben Kenigsberg,"‘The Place That Makes Us’ Review: Rebuilding, Brick by Brick","This documentary offers a brief look at a handful of people trying to revitalize Youngstown, Ohio.",2021-03-30,,0001-01-01 00:00:00,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/30/movies/the-place-that-make-us-review.html', 'suggested_link_text': 'Read the New York Times Review of '}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/29/arts/place1/place1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
576,The Place That Makes Us,,0,Ben Kenigsberg,"‘The Place That Makes Us’ Review: Rebuilding, Brick by Brick","This documentary offers a brief look at a handful of people trying to revitalize Youngstown, Ohio.",2021-03-30,,2021-03-30 16:57:11,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/30/movies/the-place-that-make-us-review.html', 'suggested_link_text': 'Read the New York Times Review of The Place That Makes Us'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/29/arts/place1/place1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
577,Godzilla vs. Kong,PG-13,0,A.O. Scott,‘Godzilla vs. Kong’ Review: Let’s You and Him Fight,"Ape and lizard go toe-to-toe, with a cast of talented humans to comment on the action.",2021-03-30,2021-03-31,2021-03-30 16:16:05,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/30/movies/godzilla-vs-kong-review.html', 'suggested_link_text': 'Read the New York Times Review of Godzilla vs. Kong'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/29/arts/godzillakong1/godzillakong1-mediumThreeByTwo440-v2.jpg', 'height': 140, 'width': 210}"
578,A Week Away,TV-PG,0,Amy Nicholson,‘A Week Away’ Review: Summer of Salvation,A wayward teenager is sent to a Christian camp in this Netflix musical.,2021-03-26,2021-03-26,2021-03-29 19:20:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/26/movies/a-week-away-review.html', 'suggested_link_text': 'Read the New York Times Review of A Week Away'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/27/arts/aweek1/aweek1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
579,Miracle Fishing: Kidnapped Abroad,,1,Ben Kenigsberg,‘Miracle Fishing: Kidnapped Abroad’ Review: Harrowing Home Videos,The documentary is a unique record of the abduction that inspired the Hollywood thriller “Proof of Life.”,2021-03-25,,2021-03-25 11:02:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/25/movies/miracle-fishing-kidnapped-abroad-review.html', 'suggested_link_text': 'Read the New York Times Review of Miracle Fishing: Kidnapped Abroad'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/26/arts/miracle1/miracle1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
580,Tina,,1,Glenn Kenny,‘Tina’ Review: A Music Icon Looks Back With Grace,"The documentary about Tina Turner, who is now in her 80s, is not just a summing up of her life, but a kind of farewell.",2021-03-25,,2021-03-25 11:09:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/25/movies/tina-review.html', 'suggested_link_text': 'Read the New York Times Review of Tina'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/26/arts/25tina/25tina-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
581,Nina Wu,Unrated,1,Beatrice Loayza,‘Nina Wu’ Review: Destruction of Body and Soul,An actress loses her mind in this haunting portrait of exploitation in the film industry from the Taiwanese director Midi Z.,2021-03-25,2020-03-20,2021-03-25 11:10:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/25/movies/nina-wu-review.html', 'suggested_link_text': 'Read the New York Times Review of Nina Wu'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/26/arts/ninawu1/ninawu1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
582,Violation,,1,Lena Wilson,‘Violation’ Review: The Trauma of Vengeance,"In this thriller, a woman exacts revenge against those who betrayed her and soon discovers the cost of answering violence with more violence.",2021-03-25,2021-03-25,2021-03-25 11:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/25/movies/violation-review.html', 'suggested_link_text': 'Read the New York Times Review of Violation'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/24/arts/violation1/violation1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
583,Six Minutes to Midnight,PG-13,0,Glenn Kenny,‘Six Minutes to Midnight’ Review: A Finishing School for the Nazi Elite,"In this suspense thriller set in the 1930s, Judi Dench and Eddie Izzard are stalwart Brits at a sinister girls’ school in England.",2021-03-25,2021-03-26,2021-03-25 11:06:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/25/movies/six-minutes-to-midnight-review.html', 'suggested_link_text': 'Read the New York Times Review of Six Minutes to Midnight'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/25/arts/25sixminutes-review/merlin_185264211_f41e361d-9b58-419c-8deb-eb36b1e454ef-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
584,Francesco,,0,Ben Kenigsberg,"‘Francesco’ Review: The Pope, Up Close, but Not That Close",The new documentary on Pope Francis is a missed opportunity to demystify elements of the papacy.,2021-03-25,2021-03-28,2021-03-25 11:03:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/25/movies/francesco-review-the-pope-up-close-but-not-that-close.html', 'suggested_link_text': 'Read the New York Times Review of Francesco'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/25/arts/25francesco/merlin_185262273_a0f2023e-48e6-4ab4-b417-72cb1a3d4755-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
585,Senior Moment,,0,Glenn Kenny,‘Senior Moment’ Review: A Romance That Wouldn’t Hurt a Flea,"This Giorgio Serafini movie takes us to a retirement center, a drag race and the DMV, not to mention a dizzying encounter on public transportation.",2021-03-25,2021-03-26,2021-03-25 11:07:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/25/movies/senior-moment-review.html', 'suggested_link_text': 'Read the New York Times Review of Senior Moment'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/25/arts/25SENIOR-MOMENT/merlin_185265423_35619abd-8ec1-4095-8077-0566a3ae1e16-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
586,Shoplifters of the World,Not Rated,0,Jeannette Catsoulis,‘Shoplifters of the World’ Review: Breaking Up Is Hard to Do,"Four friends process the breakup of their musical idols, The Smiths, in this gentle tale of teenage self-discovery.",2021-03-25,2021-03-26,2021-03-25 11:05:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/25/movies/shoplifters-of-the-world-review.html', 'suggested_link_text': 'Read the New York Times Review of Shoplifters of the World'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/24/arts/shoplifters2/shoplifters2-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
587,Nobody,R,0,Jeannette Catsoulis,‘Nobody’ Review: A Wolf in Wimp’s Clothing,"Bob Odenkirk plays a family man with a secret past in this slick, shallow thriller.",2021-03-25,2021-03-26,2021-03-25 11:08:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/25/movies/nobody-review.html', 'suggested_link_text': 'Read the New York Times Review of Nobody'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/24/arts/nobody1/nobody1-mediumThreeByTwo440-v2.jpg', 'height': 140, 'width': 210}"
588,Bad Trip,R,0,Jeannette Catsoulis,"‘Bad Trip’ Review: On the Road, Leaking Fluid","Two pranksters, and a brace of hidden cameras, travel across country in this jauntily gross comedy.",2021-03-25,2021-03-26,2021-03-25 11:11:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/25/movies/bad-trip-review.html', 'suggested_link_text': 'Read the New York Times Review of Bad Trip'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/23/arts/badtrip1/badtrip1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
589,The Good Traitor,,0,Nicolas Rapold,‘The Good Traitor’ Review: The Defiant Diplomat,Christina Rosendahl’s handsome historical drama recounts an ambassador’s audacious scheme to save Denmark after the Nazi invasion in 1940.,2021-03-25,,2021-03-25 11:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/25/movies/the-good-traitor-review-the-defiant-diplomat.html', 'suggested_link_text': 'Read the New York Times Review of The Good Traitor'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/24/arts/good1/good1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
590,Seaspiracy,,0,Natalia Winkelman,‘Seaspiracy’ Review: Got Any Scandals? Go Fish.,"A Netflix documentary takes viewers on a voyage around the world rooting out the many causes of ocean life decimation, but its rhetorical methods distract from its revelations.",2021-03-24,2021-03-24,2021-03-24 11:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/24/movies/seaspiracy-review.html', 'suggested_link_text': 'Read the New York Times Review of Seaspiracy'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/27/arts/seaspiracy1/merlin_185255304_12a0a420-cab8-4769-a810-9b11280f3d33-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
591,Donny's Bar Mitzvah,,0,Kristen Yoonsoo Kim,‘Donny’s Bar Mitzvah’ Review: A Rude and Raunchy Coming-of-Age,"A boy becomes a man, and the writer-director Jonathan Kaufman is there, like a faux-VHS cameraman, to capture the juvenile festivities that ensue.",2021-03-23,,2021-03-23 11:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/23/movies/donnys-bar-mitzvah-review-.html', 'suggested_link_text': ""Read the New York Times Review of Donny's Bar Mitzvah""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/25/arts/25donnysbarmitzvah-pix/merlin_185258406_a86a5aa8-ee74-432e-9f3b-942b310b7e0e-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
592,Wojnarowicz,,1,Glenn Kenny,‘Wojnarowicz’ Review: A Revolutionary Provocateur,"A documentary on the artist David Wojnarowicz shows the ways that the rebel was a prophet, and honors him appropriately.",2021-03-18,2021-03-19,2021-03-18 11:03:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/18/movies/wojnarowicz-review.html', 'suggested_link_text': 'Read the New York Times Review of Wojnarowicz'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/18/arts/18Wojnarowicz-art/18Wojnarowicz-art-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
593,,,1,Glenn Kenny,‘Before the Dying of the Light’ Review: Moroccan Cinema’s Attempted Revolution,This Ali Essafi documentary presents an inspiring view of the roiling visual-arts scene in 1970s Morocco.,2021-03-18,,0001-01-01 00:00:00,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/18/movies/before-the-dying-of-the-light-review.html', 'suggested_link_text': 'Read the New York Times Review of '}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/18/arts/18beforethedying-art/18beforethedying-art-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
594,Before the Dying of the Light,,1,Glenn Kenny,‘Before the Dying of the Light’ Review: Moroccan Cinema’s Attempted Revolution,This Ali Essafi documentary presents an inspiring view of the roiling visual-arts scene in 1970s Morocco.,2021-03-18,,2021-03-18 14:14:24,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/18/movies/before-the-dying-of-the-light-review.html', 'suggested_link_text': 'Read the New York Times Review of Before the Dying of the Light'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/18/arts/18beforethedying-art/18beforethedying-art-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
595,The Fever,Not Rated,1,Devika Girish,‘The Fever’ Review: Tropical Maladies,Maya Da-Rin’s extraordinary film details the intimate life of an Indigenous family in the Brazilian city of Manaus.,2021-03-18,2020-08-04,2021-03-18 11:01:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/18/movies/the-fever-review.html', 'suggested_link_text': 'Read the New York Times Review of The Fever'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/16/arts/fever1/fever1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
596,Groomed,,0,Natalia Winkelman,‘Groomed’ Review: Confronting Patterns of Abuse,"In this distressing documentary, a filmmaker confronts her own lingering trauma as she explores how perpetrators prime victims for abuse.",2021-03-18,2021-03-18,2021-03-18 20:08:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/18/movies/groomed-review.html', 'suggested_link_text': 'Read the New York Times Review of Groomed'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/18/arts/groomed1/groomed1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
597,,,0,Robert Daniels,‘After the Murder of Albert Lima’ Review: Justice His Own Way,"In this true crime documentary, a man ventures with two bounty hunters into Honduras to avenge the killing of his father. But the film struggles to fit the crime.",2021-03-18,,0001-01-01 00:00:00,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/18/movies/after-the-murder-of-albert-lima-review.html', 'suggested_link_text': 'Read the New York Times Review of '}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/20/arts/afterthemurder1/afterthemurder1-mediumThreeByTwo440.png', 'height': 140, 'width': 210}"
598,After the Murder of Albert Lima,,0,Robert Daniels,‘After the Murder of Albert Lima’ Review: Justice His Own Way,"In this true crime documentary, a man ventures with two bounty hunters into Honduras to avenge the killing of his father. But the film struggles to fit the crime.",2021-03-18,,2021-03-18 16:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/18/movies/after-the-murder-of-albert-lima-review.html', 'suggested_link_text': 'Read the New York Times Review of After the Murder of Albert Lima'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/20/arts/afterthemurder1/afterthemurder1-mediumThreeByTwo440.png', 'height': 140, 'width': 210}"
599,LUZ,,0,Teo Bugbee,‘Luz’ Review: Love In and Out of Lockup,"In this romantic drama from Jon Garcia, two men find love in prison, then try to make it work on the outside.",2021-03-18,,2021-03-18 11:02:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/18/movies/luz-review.html', 'suggested_link_text': 'Read the New York Times Review of LUZ'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/18/arts/18luz-art/18luz-art-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
600,Happily,R,0,Glenn Kenny,‘Happily’ Review: Does Long-Lived Love Mean You Need Treatment?,"In this keeps-you-guessing comedy, Joel McHale and Kerry Bishé play a couple married for 14 years whose mutual passion is undimmed, to the annoyance of their friends.",2021-03-18,2021-03-19,2021-03-18 11:07:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/18/movies/happily-review.html', 'suggested_link_text': 'Read the New York Times Review of Happily'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/18/arts/18HAPPILY/18HAPPILY-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
601,Rose Plays Julie,,0,Kristen Yoonsoo Kim,‘Rose Plays Julie’ Review: An Eerie Thriller With Mirrored Traumas,Sexual violence and adoption bracket the life of a young woman seeking a family connection and finding a #MeToo legacy instead.,2021-03-18,,2021-03-18 11:06:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/18/movies/rose-plays-julie-review.html', 'suggested_link_text': 'Read the New York Times Review of Rose Plays Julie'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/18/arts/18RosePlaysJulie1/18RosePlaysJulie1-mediumThreeByTwo440-v3.jpg', 'height': 140, 'width': 210}"
602,The Courier,PG-13,0,Jeannette Catsoulis,‘The Courier’ Review: Secrets and Spies,Benedict Cumberbatch plays a salesman-turned-secret agent in this stuffy Cold War drama.,2021-03-18,2021-03-19,2021-03-18 11:05:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/18/movies/the-courier-review.html', 'suggested_link_text': 'Read the New York Times Review of The Courier'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/16/arts/courier1/courier1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
603,City of Lies,R,0,Jeannette Catsoulis,‘City of Lies’ Review: Dirty Cops and a Dangerous Conspiracy,Johnny Depp and Forest Whitaker head up this artless procedural about the murders of two rap artists.,2021-03-18,2021-03-19,2021-03-18 11:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/18/movies/city-of-lies-review.html', 'suggested_link_text': 'Read the New York Times Review of City of Lies'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/18/arts/city1/city1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
604,Operation Varsity Blues: The College Admissions Scandal,R,1,Amy Nicholson,‘Operation Varsity Blues’ Review: Failing the Ethics Test,Chris Smith’s gripping documentary looks deeper into the 2019 college admissions bribery scandal.,2021-03-17,2021-03-17,2021-03-17 11:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/17/movies/operation-varsity-blues-review.html', 'suggested_link_text': 'Read the New York Times Review of Operation Varsity Blues: The College Admissions Scandal'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/12/arts/operation1/operation1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
605,Martha: A Picture Story,TV-14,0,Ben Kenigsberg,‘Martha: A Picture Story’ Review: Snapshots of a Career,"This documentary recounts the work of Martha Cooper, a photographer instrumental in establishing the validity of street art.",2021-03-16,,2021-03-16 11:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/16/movies/martha-a-picture-story-review.html', 'suggested_link_text': 'Read the New York Times Review of Martha: A Picture Story'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/19/arts/martha1/martha1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
606,Zack Snyder's Justice League,R,0,Maya Phillips,"‘Zack Snyder’s Justice League’ Review: Supersized, Super Hopeless",Snyder’s marathon cut of his film for HBO Max doesn’t add much to be happy about.,2021-03-15,2021-03-18,2021-03-15 16:11:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/15/movies/justice-league-snyder-cut-review.html', 'suggested_link_text': ""Read the New York Times Review of Zack Snyder's Justice League""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/15/arts/justice1/justice1-mediumThreeByTwo440-v4.jpg', 'height': 140, 'width': 210}"
607,Own the Room,,0,Kyle Turner,‘Own the Room’ Review: Chasing Their Entrepreneurial Dreams,"In this documentary on Disney+, young students compete for $100,000, pitching their ideas, and themselves.",2021-03-12,2021-03-12,2021-03-12 12:16:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/12/movies/own-the-room-review.html', 'suggested_link_text': 'Read the New York Times Review of Own the Room'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/13/arts/owntheroom2/owntheroom2-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
608,Yes Day,PG,0,Natalia Winkelman,‘Yes Day’ Review: It’s a Family Affair,A sunny family of five agrees to a day where a mother and father must consent to whatever the kids want in this broad Netflix comedy.,2021-03-12,2021-03-12,2021-03-12 12:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/12/movies/yes-day-review.html', 'suggested_link_text': 'Read the New York Times Review of Yes Day'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/13/arts/yesday1/yesday1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
609,"Quo vadis, Aida?",Approved,1,A.O. Scott,"‘Quo Vadis, Aida?’ Review: Life and Death in Srebrenica",Bosnia and Herzegovina’s Oscar entry is the harrowing and rigorous story of a U.N. translator’s fight to save her family from slaughter.,2021-03-11,2021-03-15,2021-03-11 12:07:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/11/movies/quo-vadis-aida-review.html', 'suggested_link_text': 'Read the New York Times Review of Quo vadis, Aida?'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/12/arts/00quo-vadis/00quo-vadis-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
610,The Inheritance,,1,Lovia Gyarkye,"‘The Inheritance’ Review: Poetry, Visualized","In this feature, a Black collective becomes a site of robust intellectual exchange, inspired artistry, joy and humor.",2021-03-11,2021-03-12,2021-03-11 12:03:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/11/movies/the-inheritance-review.html', 'suggested_link_text': 'Read the New York Times Review of The Inheritance'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/11/arts/inheritance2/inheritance2-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
611,Still Life in Lodz,,0,Ben Kenigsberg,‘Still Life in Lodz’ Review: A Painting Becomes a Window,This documentary examines how objects can create through lines across history.,2021-03-11,,2021-03-11 12:02:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/11/movies/still-life-in-lodz-review.html', 'suggested_link_text': 'Read the New York Times Review of Still Life in Lodz'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/10/arts/stilllife1/merlin_184639725_d0e76cda-d167-48b0-ac98-8ef873f15601-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
612,Come True,Unrated,0,Ben Kenigsberg,‘Come True’ Review: Bad Dreams? A Sleep Lab? What Could Go Wrong?,Anthony Scott Burns’s superior throwback horror film is marred mainly by familiarity.,2021-03-11,2021-03-12,2021-03-11 12:06:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/11/movies/come-true-review.html', 'suggested_link_text': 'Read the New York Times Review of Come True'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/12/arts/11cometrue/merlin_184638426_f7095f2d-98f4-404d-a9f0-e8a5d5cbf601-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
613,My Beautiful Stutter,,0,Ben Kenigsberg,‘My Beautiful Stutter’ Review: Speaking Truth to Power,The film is pitched more as a public-service announcement than as a documentary with cinematic ambitions.,2021-03-11,,2021-03-11 12:05:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/11/movies/my-beautiful-stutter-review.html', 'suggested_link_text': 'Read the New York Times Review of My Beautiful Stutter'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/09/arts/beautiful1/beautiful1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
614,Honeydew,,0,Glenn Kenny,‘Honeydew’ Review: Homegrown Horror,A camping trip gone wrong lands a tetchy couple at a remote farm in this horror tale.,2021-03-11,,2021-03-11 12:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/11/movies/honeydew-review.html', 'suggested_link_text': 'Read the New York Times Review of Honeydew'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/08/arts/honeydew1/honeydew1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
