,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
629,The World to Come,2021,N/A,15 Apr 2021,N/A,"Short, Drama, Horror",Josh Fagen,Josh Fagen,"Steven Hobé, Andrew Johnston, Harriet Karsh","When a strange apparition forces itself into the house of mourning, Ellen and her family must come to terms with a recent loss.",English,Canada,1 win,https://m.media-amazon.com/images/M/MV5BY2RmNTUzOTItODJhMy00ZjAxLWI2MjItYTQ4NzY3OGMwY2Q0XkEyXkFqcGdeQXVyMTA5MzM4MDg4._V1_SX300.jpg,[],N/A,N/A,N/A,tt13154774,movie,N/A,N/A,N/A,N/A,True,
630,French Exit,2020,R,12 Feb 2021,113 min,"Comedy, Drama",Azazel Jacobs,Patrick DeWitt,"Michelle Pfeiffer, Lucas Hedges, Tracy Letts","""My plan was to die before the money ran out,"" says 60-year-old penniless Manhattan socialite Frances Price, but things didn't go as planned. Her husband Franklin has been dead for 12 years and with his vast inheritance gone, she cashes in the last of her possessions and resolves to live out her twilight days anonymously in a borrowed apartment in Paris, accompanied by her directionless son Malcolm and a cat named Small Frank-who may or may not embody the spirit of Frances's dead husband.",English,"Canada, Ireland, United Kingdom",1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BNjAyMTY0NmMtZDU0Zi00NzhlLWJmM2ItZGVhYjA5MDE3MzI5XkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,5.9,"5,169",tt10279362,movie,03 May 2021,"$741,895",N/A,N/A,True,
631,Dead Pigs,2018,Not Rated,12 Feb 2021,122 min,"Comedy, Drama, Family",Cathy Yan,Cathy Yan,"Zazie Beetz, Mason Lee, Meng Li","A bumbling pig farmer, a feisty salon owner, a sensitive busboy, an ambitious expat architect and a disenchanted rich girl converge and collide as thousands of dead pigs float down the river towards a rapidly modernizing Shanghai, China. Based on true events.","Mandarin, English","China, United States",8 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BZjIwYmI5NWQtN2ZiMS00MmY3LWJmNzktZTNkNDdlOTljNzFlXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.7,"1,311",tt7476810,movie,12 Feb 2021,N/A,N/A,N/A,True,
632,RUTH - Justice Ginsburg in her own Words,2019,Not Rated,12 Feb 2021,89 min,Documentary,Freida Lee Mock,"M.A. Golán, Freida Lee Mock","Joe Biden, Irin Carmon, Erwin Chemerinsky","As one of only nine women in a class of 500 at Harvard Law School when she enrolled in 1956 and one of only four female Supreme Court justices in the history of the United States, Ruth Bader Ginsburg is frequently viewed as a feminist trailblazer and an icon for civil rights.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BZDU0N2Q3NGUtZDg5MS00NmIzLTkzNDktNTQ5NzMxNzA5MDI1XkEyXkFqcGdeQXVyNjE1NzE5MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.1/10'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,9.1,260,tt9119272,movie,N/A,N/A,N/A,N/A,True,
633,Breaking News in Yuba County,2021,R,12 Feb 2021,96 min,"Comedy, Crime, Drama",Tate Taylor,Amanda Idoko,"Allison Janney, Mila Kunis, Regina Hall","When her husband goes missing, underappreciated suburban homemaker Sue Buttons (Allison Janney) gets a taste of being a local celebrity as she embarks on a city-wide search of Yuba County to find him. Trying to prolong her newfound fame, she stumbles into hilarious hijinks as her world turns upside-down: dodging a wannabe mobster (Awkwafina), a relentless local policewoman (Regina Hall), her local news-reporter half-sister (Mila Kunis) who's desperate for a story, and her husband's deadbeat brother (Jimmi Simpson), who all set out to uncover the truth behind the disappearance.",English,"United Kingdom, United States",N/A,https://m.media-amazon.com/images/M/MV5BMWJkMTg1NWUtN2E0Yy00Y2M4LWEyMjItMjQ4ZDBiYmY3ZWIyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",24,5.7,"4,074",tt7737640,movie,12 Feb 2021,N/A,N/A,N/A,True,
634,Music,2021,PG-13,12 Feb 2021,107 min,"Drama, Musical",Sia,"Sia, Dallas Clayton","Kate Hudson, Leslie Odom Jr., Maddie Ziegler","Zu is newly sober and finding her way in the world when she receives news that she is to become the sole guardian of her half-sister named Music, a young girl on the autism spectrum. The film explores two of Sia's favorite themes -- finding your voice and what it means to create family.","English, Mandarin",United States,3 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BOTIwZjFmNmYtZTI3YS00MGFiLTllYjUtZGNlNWJiMmM2ZmY1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",23,3.1,"7,280",tt7541720,movie,01 Feb 2021,N/A,N/A,N/A,True,
635,There Is No I in Threesome,2021,TV-MA,11 Feb 2021,88 min,"Documentary, Drama",Jan Oliver Lucks,"Jan Oliver Lucks, Natalie Medlock, Alex Reed","Natalie Medlock, Simon London, Jan Oliver Lucks","Before tying the knot, Ollie and Zoe want to try something new.",English,New Zealand,N/A,https://m.media-amazon.com/images/M/MV5BOTliNDBlZGMtNDgwZi00YWNlLThhN2YtYjg2NGJhOTM5NjAyXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,5.4,594,tt8368380,movie,11 Feb 2021,N/A,N/A,N/A,True,
636,Young Hearts,2021,N/A,15 Jun 2021,22 min,"Short, Drama",Émilie Vandenabeele,Émilie Vandenabeele,"Artus Antonini, Mathilde Le Borgne, Arthur Velten","It's hot and the holidays are coming to an end. Arthur, Yuna, Lucie and Jurijn are restlessly circling each other, desperately trying to connect.",French,France,1 nomination,https://m.media-amazon.com/images/M/MV5BYWNkNGVmODItZTM0ZS00NjE0LTgwOTMtMjlhMTYxYTcwMzM0XkEyXkFqcGdeQXVyMTEzNTE3MjE4._V1_SX300.jpg,[],N/A,N/A,N/A,tt14135888,movie,N/A,N/A,N/A,N/A,True,
637,The Mauritanian,2021,R,02 Mar 2021,129 min,"Drama, Thriller",Kevin Macdonald,"Michael Bronner, Rory Haines, Sohrab Noshirvani","Tahar Rahim, Nouhe Hamady Bari, Saadna Hamoud","Based on the NY Times best-selling memoir ""Guantánamo Diary"" by Mohamedou Ould Slahi, this is the true story of Slahi's fight for freedom after being detained and imprisoned without charge by the U.S. Government for years. Alone and afraid, Slahi finds allies in defense attorney Nancy Hollander and her associate Teri Duncan who battle the U.S. government in a fight for justice that tests their commitment to the law and their client at every turn. Their controversial advocacy, along with evidence uncovered by a formidable military prosecutor, Lt. Colonel Stuart Couch, uncovers shocking truths and ultimately proves that the human spirit cannot be locked up.","English, French, Arabic, German","United Kingdom, United States",Nominated for 5 BAFTA Film 3 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BODJlMzdlYzItMzRkNi00NTE0LTliZjQtMTllNzkxNDVhNjkxXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,7.5,"41,776",tt4761112,movie,02 Mar 2021,"$836,536",N/A,N/A,True,
638,The Map of Tiny Perfect Things,2021,PG-13,12 Feb 2021,98 min,"Comedy, Fantasy, Romance",Ian Samuels,Lev Grossman,"Kathryn Newton, Kyle Allen, Jermaine Harris","The film follows a teenager contentedly living the same day in an endless loop who gets his world turned upside-down when he meets a girl who's also stuck in the time warp. What follows is a love story with a fantastical twist, as the two struggle to figure out how and whether to escape their never ending day.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjFjMTQxZTYtYzdkZi00ZWMyLWJlN2QtY2IzYTc3MzdlZGY5XkEyXkFqcGdeQXVyNjcyNjcyMzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.8,"18,081",tt11080108,movie,12 Feb 2021,N/A,N/A,N/A,True,
639,Cocaine Cowboys: The Kings of Miami,2021,TV-MA,04 Aug 2021,N/A,"Documentary, Crime, History",N/A,N/A,"Pedro Rosello, Ralph Linero, Juan Barroso","A Six-part Saga on the South Florida traffickers indicted in one of the largest drug cases in U.S. history. Alleged to be the chief U.S. distributors for two of Colombia's biggest cartels, Cuban exiles Augusto ""Willy"" Falcon and Salvador ""Sal"" Magluta were accused of smuggling over 75 tons of cocaine into the U.S. in the 1980s. The high school friends built a reputed $2 billion empire that made Willy and Sal, aka ""Los Muchachos,"" two of Miami's biggest celebrities. While law enforcement plotted their takedown, the world champion powerboat racers managed to skillfully outrun and outmaneuver prosecution for decades before the chase finally came to an end. Featuring colorful interviews with those closest to them, their defense team, and the Feds tasked with taking them down, the series paints a vivid portrait of the last of Miami's ""cocaine cowboys.""",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNTdlODlkNDQtYjg5Zi00MDA4LWFhZDgtZDYzMTk3ZjI5NGVjXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"2,237",tt15049206,series,,,,,True,1
640,Lapsis,2020,N/A,12 Feb 2021,108 min,"Drama, Mystery, Sci-Fi",Noah Hutton,Noah Hutton,"Dean Imperial, Madeline Wise, Babe Howard","Struggling to support himself and his ailing younger brother, delivery man Ray takes a strange job in a strange new realm of the gig economy.",English,United States,3 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BZjk1YTVmZDMtOGZkYS00NjU3LTk0NDUtODUzMTIwNTBlMTQzXkEyXkFqcGdeQXVyMjAwNzczMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,6.2,"1,580",tt11540272,movie,12 Feb 2021,N/A,N/A,N/A,True,
641,Twilight's Kiss,2019,Not Rated,10 Feb 2021,92 min,Drama,Ray Yeung,Ray Yeung,"Tai-Bo, Ben Yuen, Patra Au","SUK SUK is a quiet portrayal of a gay relationship between two men in their twilight years. PAK, 70, a married taxi driver who refuses to retire meets HOI 65, a retired single father. Although both are secretly gay, they are proud of the families they have created through hard work and hardship over the years. HOI is a member of the Mature Tongzhi Society, a social group, which caters for gay men who are over 60. The group is planning to attend a public forum to request the government to create senior citizen homes dedicated exclusively for gay people. However, due to the fact that most men in the group are in the closet, there is no one who is willing to voice their opinions in the public forum. HOI supports the notion of a gay senior citizen home and considers speaking in the public forum. However when HOI begins to wonder whether his son WAN suspect he is gay, his attitude shifts. As PAK and HOI fall in love they contemplate a possible future together. SUK SUK studies the subtle day-to-day moments of the two men as they struggle between conventional morals and their personal desires.",Cantonese,Hong Kong,17 wins & 26 nominations,https://m.media-amazon.com/images/M/MV5BYjA1MDFmYTMtNDk2MC00NmExLTgzN2EtZDc0ZWM0YTFmMjkxXkEyXkFqcGdeQXVyMTA3MzQ4MTg0._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,7.0,"1,076",tt10975520,movie,N/A,N/A,N/A,N/A,True,
642,Life in a Day 2020,2021,Not Rated,06 Feb 2021,90 min,Documentary,"Kevin Macdonald, Howard Hong, Danica Jensen",N/A,"Despina Mirou, Shaira Yasmin Berg, Karim Jovian","On July 25th, 2020, people all over the world filmed their lives and shared their stories to be part of a documentary film. When all the submissions were tallied, the filmmakers had received over 300,000 videos from 192 countries. The result is a stirring film about love, death, heartbreak, and hope that looks beyond geography and circumstance to explore what connects us as humans. Directed by Academy Award® winner Kevin Macdonald. Produced by legendary filmmaker Ridley Scott. And filmed by YOU.",N/A,N/A,3 nominations,https://m.media-amazon.com/images/M/MV5BODFkODVmODYtNzNjNi00MDJiLTljMmYtODExNzhlOTIwOWQ0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,7.2,646,tt12706768,movie,N/A,N/A,N/A,N/A,True,
643,Little Big Women,2020,N/A,06 Nov 2020,123 min,Drama,Joseph Chen-Chieh Hsu,"Maya Huang, Joseph Chen-Chieh Hsu","Shu-Fang Chen, Ying-Hsuan Hsieh, Vivian Hsu","On Shoying's 70th birthday, she learns that her long-lost husband Bochang has died. The worse is that there is another woman Tsai, who stayed by Bochang till his last breath. A merry reunion turns into a wake, an unfortunately perfect time for the family to face their complicated mother-daughter relationships. Shoying decides to find out who Tsai is. Will Shoying get the closure she has longed for all her life?","Mandarin, Min Nan",Taiwan,2 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMWZmMGNjZGItNWJhNi00Y2U1LTk2YjItY2U2N2ZlODA0MmZiXkEyXkFqcGdeQXVyMTIwMzA3NDcx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"2,024",tt12397078,movie,N/A,N/A,N/A,N/A,True,
644,"Strip Down, Rise Up",2021,R,05 Feb 2021,112 min,Documentary,Michèle Ohayon,Michèle Ohayon,"Keith Ballinger, Amy Bond, Jenyne Butterfly",Academy Award Nominated director Michèle Ohayon's Verite film follows women of all ages and ethnic backgrounds who heal trauma and body image shame through sensual dance and daring pole dance artistry.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMWY5ZWY1NWMtNTE5Yi00NzdjLTk2YmEtYmM1ZGU0N2NkZDE2XkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,587,tt13787118,movie,N/A,N/A,N/A,N/A,True,
645,Falling,2021,N/A,10 Jun 2021,N/A,"Short, Action",Doug Hurley,N/A,"Kevin Scott Cannon, Jennifer Drilling, Eve Khorina",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjYxODM4ZjUtNDBhZS00ZmE1LThhMmUtYzVhMjViYjI4M2Q1XkEyXkFqcGdeQXVyMzU2OTUxMTQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt14851926,movie,N/A,N/A,N/A,N/A,True,
646,Little Fish,2005,R,08 Sep 2005,114 min,"Crime, Drama, Romance",Rowan Woods,Jacquelin Perske,"Cate Blanchett, Sam Neill, Hugo Weaving","In Sydney, Tracey Heart is a thirty-two years old manager of a video shop, an ex-heroin addict whose been clean for four years. She is trying to raise $40,000 to buy a shop for computer games next door to the rental and to become partner of her boss; but based on her negative records, the banks deny the loan. Tracey takes care of her junkie stepfather Lionel Dawson, unsuccessfully trying to make him quit his heroin habit. When her former boyfriend Jonny returns from Vancouver, Tracey's mother Janelle fears a fall for Tracey, while she blames Jonny for the car accident where her son Ray lost a leg. When Ray and Jonny associate with Moss, the assistant of the retired criminal boss Bradley 'The Jockey' Thompson, in drug dealing, Tracey is convinced by Jonny to join them and raise the necessary money for her business during the weekend.","Vietnamese, English",Australia,12 wins & 23 nominations,https://m.media-amazon.com/images/M/MV5BOTE1YWQ2ZDktZTlmYS00MzhiLThjNjItYjZlY2E5N2U4YjMwXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,6.2,"8,623",tt0382810,movie,11 Apr 2006,"$8,148",N/A,N/A,True,
647,Rams,2020,PG-13,29 Oct 2020,118 min,"Comedy, Drama",Jeremy Sims,"Jules Duncan, Grímur Hákonarson","Sam Neill, Michael Caton, Wayne Blair","In remote Western Australia, two estranged brothers, Colin (Sam Neill) and Les (Michael Caton), are at war. Raising separate flocks of sheep descended from their family's prized bloodline, the two men work side by side yet are worlds apart. When Les's prize ram is diagnosed with a rare and lethal illness, authorities order a purge of every sheep in the valley. While Colin attempts to stealthily outwit the powers that be, Les opts for angry defiance. But can the warring brothers set aside their differences and have a chance to reunite their family, save their herd, and bring their community back together?",English,Australia,4 nominations,https://m.media-amazon.com/images/M/MV5BYzU0YzE3NmItOTA4YS00NjBjLTg2MDMtNjc0NmU3MTdjMGFjXkEyXkFqcGdeQXVyNjE5MjEwMzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.4,"2,163",tt8737608,movie,05 Feb 2021,N/A,N/A,N/A,True,
648,A Glitch in the Matrix,2021,Not Rated,05 Feb 2021,108 min,Documentary,Rodney Ascher,Rodney Ascher,"Nick Bostrom, Joshua Cooke, Erik Davis","Are we in fact living in a simulation? This is the question postulated, wrestled with, and ultimately argued for in the latest provocation from acclaimed documentary stylist Rodney Ascher (Room 237, The Nightmare) through archival footage, compelling interviews with real people shrouded in digital avatars, and a collection of cases from some of our most iconoclastic figures in contemporary culture.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMWRhNGY3NGQtMDAxMS00YjY2LTgzOTUtZjljZmUyYWQwMGI2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,5.2,"1,509",tt9847360,movie,N/A,"$2,238",N/A,N/A,True,
649,Bliss,2021,R,05 Feb 2021,103 min,"Drama, Romance",Mike Cahill,Mike Cahill,"Owen Wilson, Salma Hayek, Nesta Cooper","Bliss is a mind-bending love story following Greg (Owen Wilson) who, after recently being divorced and then fired, meets the mysterious Isabel (Salma Hayek), a woman living on the streets and convinced that the polluted, broken world around them is just a computer simulation. Doubtful at first, Greg eventually discovers there may be some truth to Isabel's wild conspiracy.",English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BYmFjNWY5NjQtMTJiNC00NjFlLWIxMGQtNzhmMmQ0MjhiZjQyXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,5.4,"15,888",tt10333426,movie,27 Sep 2019,N/A,N/A,N/A,True,
650,M.C. Escher: Journey to Infinity,2018,N/A,12 Apr 2018,81 min,Documentary,Robin Lutz,"Robin Lutz, Marijnke de Jong","Donald Coxeter, George Escher, Jan Escher","The life and work of M.C. Escher is presented primarily through his own words in the form of his writings being read against a backdrop of images associated to him, including archival footage of himself and images of his drawings. Many further details are provided by surviving family members. Escher himself considered what he did being caught between the worlds of art and mathematics - he not very good at either - his drawings always having an element of geometry. He made a conscious decision to work in monochromatic black and white realizing that he would be missing being able to convey ideas that are inherent with color. The evolution to two of his later periods is discussed, namely his series of drawings of the human eye, and what would become his ultimate fascination, that of the concept of infinity, whether it be real, as in the circle or the study of a man viewing a picture of himself viewing a picture of himself and so on, or perceived through illusions, such as his never-ending staircase. The documentary is buttressed by commentary from fan, musician Graham Nash who believes his brilliance has not yet been fully appreciated.","Dutch, English, Italian, German",Netherlands,1 win,https://m.media-amazon.com/images/M/MV5BN2FlMDg3ODMtYjE5MS00MjM1LWJjOTctYjUzMTkyY2UyZDliXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.3,336,tt8297550,movie,N/A,N/A,N/A,N/A,True,
651,Malcolm & Marie,2021,R,05 Feb 2021,106 min,"Drama, Romance",Sam Levinson,Sam Levinson,"John David Washington, Zendaya","A filmmaker returns home with his girlfriend following a celebratory movie premiere as he awaits what's sure to be imminent critical and financial success. The evening suddenly takes a turn as revelations about their relationships begin to surface, testing the strength of their love.",English,United States,2 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BYjVkMmU1NGItZjM4MC00ODM1LWEyOTEtY2Y1NTg0YjRhYjEwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.7,"32,355",tt12676326,movie,05 Feb 2021,N/A,N/A,N/A,True,
652,Son of the South,2020,PG-13,05 Feb 2021,105 min,"Biography, Drama",Barry Alexander Brown,"Barry Alexander Brown, Bob Zellner, Constance Curry","Lucas Till, Jim Klock, Michael Sirow","In this poignant true story set in Montgomery, Alabama, a Klansman's grandson must choose which side of history to be on during the Civil Rights Movement. Defying his family and white Southern norms, he fought against social injustice, repression and violence to change the world around him. SON OF THE SOUTH is from executive producer Spike Lee and based on Bob Zellner's autobiography, ""The Wrong Side of Murder Creek.""",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzk3MGQ1MGYtOTRlOC00MjJiLTljOTUtNGM1ZTE1Y2VmYmI2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.0,"1,261",tt2235372,movie,N/A,N/A,N/A,N/A,True,
653,Two of Us,2021,N/A,21 Jan 2021,5 min,"Short, Drama",Yun Xie,N/A,N/A,A hardworking Asian architect Chloe is shown in two parallel world of school and work life as in both she struggles from hardship but overcome her challenges and succeed.,Chinese,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzZhZDkzMmQtYmQ1My00NzQxLWJjNTYtOTVhOTAwYmQwYzMyXkEyXkFqcGdeQXVyOTIzNjY4MjA@._V1_SX300.jpg,[],N/A,N/A,N/A,tt14134778,movie,N/A,N/A,N/A,N/A,True,
654,Earwig and the Witch,2020,PG,30 Dec 2020,82 min,"Animation, Adventure, Family, Fantasy",Gorô Miyazaki,"Diana Wynne Jones (based on the novel ""Earwig and the Witch"" by), Keiko Niwa (screenplay), Emi Gunji (screenplay), Hayao Miyazaki (developed by)","Jazmín Abuín, JB Blanc, Thomas Bromhead, Alex Cartañá","An orphan girl, Earwig, is adopted by a witch and comes home to a spooky house filled with mystery and magic.",Japanese,Japan,2 nominations.,https://m.media-amazon.com/images/M/MV5BNzRjODhhZWQtY2I2MS00NGM0LThlNzctMWQ3YmEyNTc4MDViXkEyXkFqcGdeQXVyNjUyMTI1NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,4.7,"1,986",tt12441478,movie,23 Mar 2021,"$173,704",N/A,N/A,True,
655,Palmer,2021,R,29 Jan 2021,110 min,Drama,Fisher Stevens,Cheryl Guerriero,"Justin Timberlake, Juno Temple, Alisha Wainwright","A bullied young non binary child lives with a drug addicted Mother and an abusive boyfriend . Palmer (Justin Timberlake) recently released from prison after serving 12 years for attempted murder, moves in with his Grandmother and rediscovers his heart in the process of learning to accept his past and a new way of being in the world.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BYTZhNzM4MDktYWUwMC00NTE1LTlkN2UtM2Y5ODIwYjZmNTA2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,7.3,"30,383",tt6857376,movie,29 Jan 2021,N/A,N/A,N/A,True,
656,Saint Maud,2019,R,12 Feb 2021,84 min,"Drama, Horror, Mystery",Rose Glass,Rose Glass,"Morfydd Clark, Caoilfhionn Dunne, Jennifer Ehle","There, but for the grace of God, goes Maud, a reclusive young nurse whose impressionable demeanor causes her to pursue a pious path of Christian devotion after an obscure trauma. Now charged with the hospice care of Amanda, a retired dancer ravaged by cancer, Maud's fervent faith quickly inspires an obsessive conviction that she must save her ward's soul from eternal damnation - whatever the cost. Making her feature-film debut, writer/director Rose Glass cannily lures the audience into this disturbed psyche, steadily setting up her veritable diary of a country nurse for an unnerving and ultimately shocking trajectory. Morfydd Clark (also at the Festival in The Personal History of David Copperfield) portrays the sanctimonious Maud with an intense stoicism that belies a disquieting vulnerability, as Maud desperately vies for absolution and solidarity from her embittered patient (an enthralling Jennifer Ehle, also at the Festival in Beneath the Blue Suburban Skies). Glass tenderly captures this relationship with an empathetic gaze that first assumes an ethereal, dreamlike atmosphere - but it isn't long before Maud's dogmatic candor incites an irreconcilable friction that spirals her mind into a suffocating confluence of creeping doubt and paranoia. As Glass tightens the screws on her misguided martyr, well-placed nods are made to religious horror forerunners like William Friedkin's The Exorcist, further contributing to the film's increasingly dread-filled malaise. And when this insidious fever climatically breaks, the consequences are devastating and terrifying in equal measure.","English, Welsh",United Kingdom,Nominated for 2 BAFTA Film 10 wins & 28 nominations total,https://m.media-amazon.com/images/M/MV5BYzE3ZDg0OTktYjlhNC00ZmQ0LTk0YjktMDE1ZWE2YjIwMjk4XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,6.7,"28,313",tt7557108,movie,12 Feb 2021,N/A,N/A,N/A,True,
657,Rurouni Kenshin: Final Chapter Part II - The Beginning,2021,TV-MA,04 Jun 2021,137 min,"Action, Adventure, Drama",Keishi Ohtomo,Nobuhiro Watsuki,"Masanobu Andô, Towa Araki, Kasumi Arimura","In the year 1864, samurai Kenshin Himura was known as the Battosai, a deadly assassin whose fierce swordsmanship has killed over one hundred men in one year. When he saves a young woman, Tomoe Yukishiro, from some thugs at an inn, the two slowly begin an attraction that leads to a marriage. This leads Kenshin to potentially give up his sword for the sake of love. However, those who are in support of the Shogunate will not let Kenshin off too easy. The story of how Kenshin received his trademark star-shaped scar is revealed in this prequel, which also serves as the final installment of the live-action franchise adaptation of the manga and anime.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNWY5NmQ4MjYtZmZkMy00ZDMwLTkxMGYtOWNlNWQ5ZjcxZjhjXkEyXkFqcGdeQXVyMjU0ODQ5NTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"6,699",tt11991748,movie,N/A,N/A,N/A,N/A,True,
